sl no,Detection Name,Category,TTP,Severity
1507,New Kernel Driver Via SC.EXE,windows,T1543.003,medium
1508,New Module Module Added To IIS Server,windows,"T1685.001, T1505.004",medium
1509,New Netsh Helper DLL Registered From A Suspicious Location,windows,T1546.007,high
1510,New Network Trace Capture Started Via Netsh.EXE,windows,T1040,medium
1511,New ODBC Driver Registered,windows,,low
1512,New or Renamed User Account with '$' Character,windows,T1036,medium
1513,New Outlook Macro Created,windows,"T1137, T1008, T1546",medium
1514,New PDQDeploy Service - Client Side,windows,T1543.003,medium
1515,New PDQDeploy Service - Server Side,windows,T1543.003,medium
1516,New Port Forwarding Rule Added Via Netsh.EXE,windows,T1090,medium
1517,New PortProxy Registry Entry Added,windows,T1090,medium
1518,New PowerShell Instance Created,windows,T1059.001,informational
1519,New Process Created Via Taskmgr.EXE,windows,T1036,low
1520,New Remote Desktop Connection Initiated Via Mstsc.EXE,windows,T1021.001,medium
1521,New Root Certificate Installed Via CertMgr.EXE,windows,T1553.004,medium
1522,New Root Certificate Installed Via Certutil.EXE,windows,T1553.004,medium
1523,New Root or CA or AuthRoot Certificate to Store,windows,T1490,medium
1524,New RUN Key Pointing to Suspicious Folder,windows,T1547.001,high
1525,New Service Creation Using PowerShell,windows,T1543.003,low
1526,New Service Creation Using Sc.EXE,windows,T1543.003,low
1527,New TimeProviders Registered With Uncommon DLL Name,windows,T1547.003,high
1528,New User Account Creation Attempt Via ADSI,windows,"T1136.001, T1136.002",medium
1529,New User Account Creation Attempt Via ADSI in CommandLine,windows,"T1136.001, T1136.002",medium
1530,New User Created Via Net.EXE,windows,T1136.001,medium
1531,New User Created Via Net.EXE With Never Expire Option,windows,T1136.001,high
1532,New Virtual Smart Card Created Via TpmVscMgr.EXE,windows,,medium
1533,NewActiveScriptEventConsumer Creation Attempt via Wmic.EXE,windows,T1546.003,high
1534,Ngrok Usage with Remote Desktop Service,windows,T1090,high
1535,Nltest.EXE Execution,windows,"T1016, T1018, T1482",low
1536,No Suitable Encryption Key Found For Generating Kerberos Ticket,windows,T1558.003,low
1537,Node Process Executions,windows,"T1127, T1059.007",medium
1538,NodeJS Execution of JavaScript File,windows,T1059.007,low
1539,Non Interactive PowerShell Process Spawned,windows,T1059.001,low
1540,Non-privileged Usage of Reg or Powershell,windows,T1112,high
1541,Notepad Password Files Discovery,windows,T1083,low
1542,Notepad++ Updater DNS Query to Uncommon Domains,windows,"T1195.002, T1557",medium
1543,Nslookup PowerShell Download Cradle,windows,T1059.001,medium
1544,Nslookup PowerShell Download Cradle - ProcessCreation,windows,,medium
1545,NtdllPipe Like Activity Execution,windows,,high
1546,NTDS Exfiltration Filename Patterns,windows,T1003.003,high
1547,NTDS.DIT Created,windows,T1003.003,low
1548,NTDS.DIT Creation By Uncommon Parent Process,windows,T1003.003,high
1549,NTDS.DIT Creation By Uncommon Process,windows,"T1003.002, T1003.003",high
1550,Ntdsutil Abuse,windows,T1003.003,medium
1551,NTFS Alternate Data Stream,windows,"T1564.004, T1059.001",high
1552,NTFS Vulnerability Exploitation,windows,T1499.001,high
1553,NTLM Brute Force,windows,T1110,medium
1554,NTLM Hash Leak Via Curl NTLM Authentication,windows,T1187,high
1555,NTLM Logon,windows,T1550.002,low
1556,NTLMv1 Logon Between Client and Server,windows,T1550.002,medium
1557,Obfuscated IP Download Activity,windows,,medium
1558,Obfuscated IP Via CLI,windows,,medium
1559,Obfuscated PowerShell MSI Install via WindowsInstaller COM,windows,"T1027.010, T1218.007, T1059.001",high
1560,Obfuscated PowerShell OneLiner Execution,windows,"T1059.001, T1685",high
1561,Octopus Scanner Malware,windows,"T1195, T1195.001",high
1562,Odbcconf.EXE Suspicious DLL Location,windows,T1218.008,high
1563,Office Application Initiated Network Connection Over Uncommon Ports,windows,,medium
1564,Office Application Initiated Network Connection To Non-Local IP,windows,T1203,medium
1565,Office Application Startup - Office Test,windows,T1137.002,medium
1566,Office Autorun Keys Modification,windows,T1547.001,medium
1567,Office Macro File Creation,windows,T1566.001,low
1568,Office Macro File Creation From Suspicious Process,windows,T1566.001,high
1569,Office Macro File Download,windows,T1566.001,low
1570,Office Macros Warning Disabled,windows,T1112,high
1571,Old TLS1.0/TLS1.1 Protocol Version Enabled,windows,,medium
1572,OneNote Attachment File Dropped In Suspicious Location,windows,,medium
1573,OneNote.EXE Execution of Malicious Embedded Scripts,windows,T1218.001,high
1574,OpenEDR Spawning Command Shell,windows,"T1059.003, T1021.004, T1219",medium
1575,OpenSSH Server Listening On Socket,windows,T1021.004,medium
1576,OpenWith.exe Executes Specified Binary,windows,T1218,high
1577,Operator Bloopers Cobalt Strike Commands,windows,T1059.003,high
1578,Operator Bloopers Cobalt Strike Modules,windows,T1059.003,high
1579,Outbound Network Connection Initiated By Cmstp.EXE,windows,T1218.003,high
1580,Outbound Network Connection Initiated By Microsoft Dialer,windows,T1071.001,high
1581,Outbound Network Connection Initiated By Script Interpreter,windows,T1105,high
1582,Outbound Network Connection To Public IP Via Winlogon,windows,T1218.011,medium
1583,Outbound RDP Connections Over Non-Standard Tools,windows,T1021.001,high
1584,Outgoing Logon with New Credentials,windows,T1550,low
1585,Outlook EnableUnsafeClientMailRules Setting Enabled,windows,"T1059, T1202",high
1586,Outlook EnableUnsafeClientMailRules Setting Enabled - Registry,windows,T1112,high
1587,Outlook Macro Execution Without Warning Setting Enabled,windows,"T1137, T1008, T1546",high
1588,Outlook Security Settings Updated - Registry,windows,T1137,medium
1589,PAExec Service Installation,windows,T1569.002,medium
1590,Pass the Hash Activity 2,windows,T1550.002,medium
1591,Password Change on Directory Service Restore Mode (DSRM) Account,windows,T1098,high
1592,Password Dumper Activity on LSASS,windows,T1003.001,high
1593,Password Dumper Remote Thread in LSASS,windows,T1003.001,high
1594,Password Policy Discovery With Get-AdDefaultDomainPasswordPolicy,windows,T1201,low
1595,Password Policy Enumerated,windows,T1201,medium
1596,Password Protected ZIP File Opened,windows,T1027,medium
1597,Password Protected ZIP File Opened (Email Attachment),windows,"T1027, T1566.001",high
1598,Password Protected ZIP File Opened (Suspicious Filenames),windows,"T1027, T1105, T1036",high
1599,Password Provided In Command Line Of Net.EXE,windows,"T1021.002, T1078",medium
1600,Password Set to Never Expire via WMI,windows,"T1047, T1098",medium
1601,Path To Screensaver Binary Modified,windows,T1546.002,medium
1602,PCRE.NET Package Image Load,windows,T1059,high
1603,PCRE.NET Package Temp Files,windows,T1059,high
1604,PDF File Created By RegEdit.EXE,windows,,high
1605,PDQ Deploy Remote Adminstartion Tool Execution,windows,T1072,medium
1606,Periodic Backup For System Registry Hives Enabled,windows,T1113,medium
1607,Perl Inline Command Execution,windows,T1059,medium
1608,Permission Check Via Accesschk.EXE,windows,T1069.001,medium
1609,Permission Misconfiguration Reconnaissance Via Findstr.EXE,windows,T1552.006,medium
1610,Persistence and Execution at Scale via GPO Scheduled Task,windows,T1053.005,high
1611,Persistence Via Disk Cleanup Handler - Autorun,windows,,medium
1612,Persistence Via Hhctrl.ocx,windows,,high
1613,Persistence Via New SIP Provider,windows,T1553.003,medium
1614,Persistence Via Sticky Key Backdoor,windows,T1546.008,critical
1615,Persistence Via TypedPaths - CommandLine,windows,,medium
1616,PetitPotam Suspicious Kerberos TGT Request,windows,T1187,high
1617,Phishing Pattern ISO in Archive,windows,T1566,high
1618,Php Inline Command Execution,windows,T1059,medium
1619,Ping Hex IP,windows,"T1140, T1027",high
1620,PktMon.EXE Execution,windows,T1040,medium
1621,Port Forwarding Activity Via SSH.EXE,windows,"T1572, T1021.001, T1021.004",medium
1622,Portable Gpg.EXE Execution,windows,T1486,medium
1623,Possible DC Shadow Attack,windows,T1207,medium
1624,Possible Impacket SecretDump Remote Activity,windows,"T1003.002, T1003.004, T1003.003",high
1625,Possible PetitPotam Coerce Authentication Attempt,windows,T1187,high
1626,Possible Privilege Escalation via Weak Service Permissions,windows,T1574.011,high
1627,Possible Shadow Credentials Added,windows,T1556,high
1628,Potential 7za.DLL Sideloading,windows,T1574.001,low
1629,Potential Access Token Abuse,windows,T1134.001,medium
1630,Potential Active Directory Enumeration Using AD Module - ProcCreation,windows,,medium
1631,Potential Active Directory Enumeration Using AD Module - PsModule,windows,,medium
1632,Potential Active Directory Enumeration Using AD Module - PsScript,windows,,medium
1633,Potential Active Directory Reconnaissance/Enumeration Via LDAP,windows,"T1069.002, T1087.002, T1482",medium
1634,Potential AD User Enumeration From Non-Machine Account,windows,T1087.002,medium
1635,Potential Adplus.EXE Abuse,windows,T1003.001,high
1636,Potential Amazon SSM Agent Hijacking,windows,T1219.002,medium
1637,Potential AMSI Bypass Script Using NULL Bits,windows,T1685,medium
1638,Potential AMSI Bypass Using NULL Bits,windows,T1685,medium
1639,Potential AMSI Bypass Via .NET Reflection,windows,T1685,high
1640,Potential AMSI COM Server Hijacking,windows,T1685,high
1641,Potential Antivirus Software DLL Sideloading,windows,T1574.001,medium
1642,Potential Application Whitelisting Bypass via Dnx.EXE,windows,"T1218, T1027.004",medium
1643,Potential appverifUI.DLL Sideloading,windows,T1574.001,high
1644,Potential Arbitrary Code Execution Via Node.EXE,windows,T1127,high
1645,Potential Arbitrary Command Execution Using Msdt.EXE,windows,T1202,high
1646,Potential Arbitrary Command Execution Via FTP.EXE,windows,"T1059, T1202",medium
1647,Potential Arbitrary DLL Load Using Winword,windows,T1202,medium
1648,Potential Arbitrary File Download Using Office Application,windows,T1202,high
1649,Potential Arbitrary File Download Via Cmdl32.EXE,windows,"T1218, T1202",medium
1650,Potential AS-REP Roasting via Kerberos TGT Requests,windows,,medium
1651,Potential Attachment Manager Settings Associations Tamper,windows,,high
1652,Potential Attachment Manager Settings Attachments Tamper,windows,,high
1653,Potential AutoLogger Sessions Tampering,windows,T1685.001,high
1654,Potential AVKkid.DLL Sideloading,windows,T1574.001,medium
1655,Potential Azure Browser SSO Abuse,windows,T1574.001,low
1656,Potential Binary Impersonating Sysinternals Tools,windows,"T1218, T1202, T1036.005",medium
1657,Potential Binary Or Script Dropper Via PowerShell,windows,,medium
1658,Potential Binary Proxy Execution Via Cdb.EXE,windows,"T1106, T1218, T1127",medium
1659,Potential Binary Proxy Execution Via VSDiagnostics.EXE,windows,T1218,medium
1660,Potential Browser Data Stealing,windows,T1555.003,medium
1661,Potential CCleanerDU.DLL Sideloading,windows,T1574.001,medium
1662,Potential CCleanerReactivator.DLL Sideloading,windows,T1574.001,medium
1663,Potential Chrome Frame Helper DLL Sideloading,windows,T1574.001,medium
1664,Potential ClickFix Execution Pattern - Registry,windows,T1204.001,high
1665,Potential CobaltStrike Process Patterns,windows,T1059,high
1666,Potential CobaltStrike Service Installations - Registry,windows,"T1021.002, T1543.003, T1569.002",high
1667,Potential COM Object Hijacking Via TreatAs Subkey - Registry,windows,T1546.015,medium
1668,Potential COM Objects Download Cradles Usage - Process Creation,windows,T1105,medium
1669,Potential COM Objects Download Cradles Usage - PS Script,windows,T1105,medium
1670,Potential Command Line Path Traversal Evasion Attempt,windows,T1036,medium
1671,Potential Commandline Obfuscation Using Escape Characters,windows,T1140,medium
1672,Potential CommandLine Obfuscation Using Unicode Characters From Suspicious Image,windows,T1027,high
1673,Potential CommandLine Path Traversal Via Cmd.EXE,windows,T1059.003,high
1674,Potential Configuration And Service Reconnaissance Via Reg.EXE,windows,"T1012, T1007",medium
1675,Potential Cookies Session Hijacking,windows,,medium
1676,Potential Credential Dumping Activity Via LSASS,windows,T1003.001,medium
1677,Potential Credential Dumping Attempt Using New NetworkProvider - CLI,windows,T1003,high
1678,Potential Credential Dumping Attempt Using New NetworkProvider - REG,windows,T1003,medium
1679,Potential Credential Dumping Attempt Via PowerShell Remote Thread,windows,T1003.001,high
1680,Potential Credential Dumping Via LSASS Process Clone,windows,"T1003, T1003.001",critical
1681,Potential Credential Dumping Via LSASS SilentProcessExit Technique,windows,T1003.001,critical
1682,Potential Credential Dumping Via WER,windows,T1003.001,high
1683,Potential Crypto Mining Activity,windows,T1496,high
1684,Potential Data Exfiltration Activity Via CommandLine Tools,windows,T1059.001,high
1685,Potential Data Exfiltration Via Audio File,windows,,medium
1686,Potential Data Stealing Via Chromium Headless Debugging,windows,"T1185, T1564.003",high
1687,Potential DCOM InternetExplorer.Application DLL Hijack,windows,"T1021.002, T1021.003",critical
1688,Potential DCOM InternetExplorer.Application DLL Hijack - Image Load,windows,"T1021.002, T1021.003",critical
1689,Potential Defense Evasion Activity Via Emoji Usage In CommandLine - 1,windows,,high
1690,Potential Defense Evasion Activity Via Emoji Usage In CommandLine - 2,windows,,high
1691,Potential Defense Evasion Activity Via Emoji Usage In CommandLine - 3,windows,,high
1692,Potential Defense Evasion Activity Via Emoji Usage In CommandLine - 4,windows,,high
1693,Potential Defense Evasion Via Binary Rename,windows,T1036.003,medium
1694,Potential Defense Evasion Via Raw Disk Access By Uncommon Tools,windows,T1006,low
1695,Potential Defense Evasion Via Rename Of Highly Relevant Binaries,windows,T1036.003,high
1696,Potential Defense Evasion Via Right-to-Left Override,windows,T1036.002,high
1697,Potential Direct Syscall of NtOpenProcess,windows,T1106,medium
1698,Potential Discovery Activity Via Dnscmd.EXE,windows,,medium
1699,Potential DLL File Download Via PowerShell Invoke-WebRequest,windows,"T1059.001, T1105",medium
1700,Potential DLL Injection Or Execution Using Tracker.exe,windows,T1055.001,medium
1701,Potential DLL Injection Via AccCheckConsole,windows,,medium
1702,Potential DLL Sideloading Of DBGCORE.DLL,windows,T1574.001,medium
1703,Potential DLL Sideloading Of DBGHELP.DLL,windows,T1574.001,medium
1704,Potential DLL Sideloading Of DbgModel.DLL,windows,T1574.001,medium
1705,Potential DLL Sideloading Of KeyScramblerIE.DLL Via KeyScrambler.EXE,windows,T1574.001,high
1706,Potential DLL Sideloading Of Libcurl.DLL Via GUP.EXE,windows,T1574.001,medium
1707,Potential DLL Sideloading Of MpSvc.DLL,windows,T1574.001,medium
1708,Potential DLL Sideloading Of MsCorSvc.DLL,windows,T1574.001,medium
1709,Potential DLL Sideloading Of Non-Existent DLLs From System Folders,windows,T1574.001,high
1710,Potential DLL Sideloading Using Coregen.exe,windows,"T1218, T1055",medium
1711,Potential DLL Sideloading Via ClassicExplorer32.dll,windows,T1574.001,medium
1712,Potential DLL Sideloading Via comctl32.dll,windows,T1574.001,high
1713,Potential DLL Sideloading Via DeviceEnroller.EXE,windows,T1574.001,medium
1714,Potential DLL Sideloading Via JsSchHlp,windows,T1574.001,medium
1715,Potential DLL Sideloading Via VMware Xfer,windows,T1574.001,high
1716,Potential Dosfuscation Activity,windows,T1059,medium
1717,Potential Download/Upload Activity Using Type Command,windows,T1105,medium
1718,Potential Dropper Script Execution Via WScript/CScript/MSHTA,windows,"T1059.005, T1059.007",medium
1719,Potential EACore.DLL Sideloading,windows,T1574.001,high
1720,Potential Edputil.DLL Sideloading,windows,T1574.001,high
1721,Potential Encoded PowerShell Patterns In CommandLine,windows,"T1027, T1059.001",low
1722,Potential EventLog File Location Tampering,windows,T1685.001,high
1723,Potential Excel.EXE DCOM Lateral Movement Via ActivateMicrosoftApp,windows,T1021.003,high
1724,Potential Execution of Sysinternals Tools,windows,T1588.002,low
1725,Potential Fake Instance Of Hxtsr.EXE Executed,windows,T1036,medium
1726,Potential File Download Via MS-AppInstaller Protocol Handler,windows,T1218,medium
1727,Potential File Extension Spoofing Using Right-to-Left Override,windows,T1036.002,high
1728,Potential File Overwrite Via Sysinternals SDelete,windows,T1485,high
1729,Potential Goopdate.DLL Sideloading,windows,T1574.001,medium
1730,Potential Hidden Directory Creation Via NTFS INDEX_ALLOCATION Stream,windows,T1564.004,medium
1731,Potential Hidden Directory Creation Via NTFS INDEX_ALLOCATION Stream - CLI,windows,T1564.004,medium
1732,Potential Homoglyph Attack Using Lookalike Characters,windows,"T1036, T1036.003",medium
1733,Potential Homoglyph Attack Using Lookalike Characters in Filename,windows,"T1036, T1036.003",medium
1734,Potential In-Memory Execution Using Reflection.Assembly,windows,T1620,medium
1735,Potential Initial Access via DLL Search Order Hijacking,windows,"T1566, T1566.001, T1574, T1574.001",medium
1736,Potential Invoke-Mimikatz PowerShell Script,windows,T1003,high
1737,Potential Iviewers.DLL Sideloading,windows,T1574.001,high
1738,Potential JLI.dll Side-Loading,windows,T1574.001,high
1739,Potential Kerberos Coercion by Spoofing SPNs via DNS Manipulation,windows,T1557.003,high
1740,Potential Keylogger Activity,windows,T1056.001,medium
1741,Potential Lateral Movement via Windows Remote Shell,windows,T1021.006,medium
1742,Potential LethalHTA Technique Execution,windows,T1218.005,high
1743,Potential Libvlc.DLL Sideloading,windows,T1574.001,medium
1744,Potential LSASS Process Dump Via Procdump,windows,"T1036, T1003.001",high
1745,Potential Malicious AppX Package Installation Attempts,windows,,medium
1746,Potential Manage-bde.wsf Abuse To Proxy Execution,windows,T1216,high
1747,Potential Memory Dumping Activity Via LiveKD,windows,,medium
1748,Potential Meterpreter/CobaltStrike Activity,windows,"T1134.001, T1134.002",high
1749,Potential Mfdetours.DLL Sideloading,windows,T1574.001,medium
1750,Potential Mftrace.EXE Abuse,windows,T1127,medium
1751,Potential Mpclient.DLL Sideloading,windows,T1574.001,high
1752,Potential Mpclient.DLL Sideloading Via Defender Binaries,windows,T1574.001,high
1753,Potential Mpclient.DLL Sideloading Via OfflineScannerShell.EXE Execution,windows,T1218,medium
1754,Potential MsiExec Masquerading,windows,T1036.005,high
1755,Potential MSTSC Shadowing Activity,windows,T1563.002,high
1756,Potential Network Sniffing Activity Using Network Tools,windows,T1040,medium
1757,Potential NTLM Coercion Via Certutil.EXE,windows,T1218,high
1758,Potential Obfuscated Ordinal Call Via Rundll32,windows,T1027.010,medium
1759,Potential Packet Capture Activity Via Start-NetEventSession - ScriptBlock,windows,T1040,medium
1760,Potential Password Spraying Attempt Using Dsacls.EXE,windows,T1218,medium
1761,Potential PendingFileRenameOperations Tampering,windows,T1036.003,medium
1762,Potential Persistence Attempt Via ErrorHandler.Cmd,windows,,medium
1763,Potential Persistence Attempt Via Existing Service Tampering,windows,"T1543.003, T1574.011",medium
1764,Potential Persistence Attempt Via Run Keys Using Reg.EXE,windows,T1547.001,medium
1765,Potential Persistence Using DebugPath,windows,T1546.015,medium
1766,Potential Persistence Via App Paths Default Property,windows,T1546.012,high
1767,Potential Persistence Via AppCompat RegisterAppRestart Layer,windows,T1546.011,medium
1768,Potential Persistence Via AutodialDLL,windows,,high
1769,Potential Persistence Via CHM Helper DLL,windows,,high
1770,Potential Persistence Via Custom Protocol Handler,windows,T1112,medium
1771,Potential Persistence Via Disk Cleanup Handler - Registry,windows,,medium
1772,Potential Persistence Via DLLPathOverride,windows,,high
1773,Potential Persistence Via Event Viewer Events.asp,windows,T1112,medium
1774,Potential Persistence Via Excel Add-in - Registry,windows,T1137.006,high
1775,Potential Persistence Via GlobalFlags,windows,T1546.012,high
1776,Potential Persistence Via Logon Scripts - CommandLine,windows,T1037.001,high
1777,Potential Persistence Via Logon Scripts - Registry,windows,T1037.001,medium
1778,Potential Persistence Via LSA Extensions,windows,,high
1779,Potential Persistence Via Microsoft Compatibility Appraiser,windows,T1053.005,medium
1780,Potential Persistence Via Microsoft Office Add-In,windows,T1137.006,high
1781,Potential Persistence Via Microsoft Office Startup Folder,windows,T1137,high
1782,Potential Persistence Via Mpnotify,windows,,high
1783,Potential Persistence Via MyComputer Registry Keys,windows,,high
1784,Potential Persistence Via Netsh Helper DLL,windows,T1546.007,medium
1785,Potential Persistence Via Netsh Helper DLL - Registry,windows,T1546.007,medium
1786,Potential Persistence Via New AMSI Providers - Registry,windows,,medium
1787,Potential Persistence Via Notepad++ Plugins,windows,,medium
1788,Potential Persistence Via Outlook Form,windows,T1137.003,high
1789,Potential Persistence Via Outlook Home Page,windows,T1112,high
1790,Potential Persistence Via Outlook LoadMacroProviderOnBoot Setting,windows,"T1137, T1008, T1546",high
1791,Potential Persistence Via Outlook Today Page,windows,T1112,high
1792,Potential Persistence Via Powershell Search Order Hijacking - Task,windows,"T1053.005, T1059.001",high
1793,Potential Persistence Via PowerShell User Profile Using Add-Content,windows,T1546.013,medium
1794,Potential Persistence Via Scrobj.dll COM Hijacking,windows,T1546.015,medium
1795,Potential Persistence Via Security Descriptors - ScriptBlock,windows,,high
1796,Potential Persistence Via Shim Database In Uncommon Location,windows,T1546.011,high
1797,Potential Persistence Via Shim Database Modification,windows,T1546.011,medium
1798,Potential Persistence Via TypedPaths,windows,,high
1799,Potential Persistence Via Visual Studio Tools for Office,windows,T1137.006,medium
1800,Potential Persistence Via VMwareToolBoxCmd.EXE VM State Change Script,windows,T1059,medium
1801,Potential PowerShell Command Line Obfuscation,windows,"T1027, T1059.001",high
1802,Potential PowerShell Console History Access Attempt via History File,windows,T1552.001,medium
1803,Potential PowerShell Downgrade Attack,windows,T1059.001,medium
1804,Potential PowerShell Execution Policy Tampering,windows,,medium
1805,Potential PowerShell Execution Policy Tampering - ProcCreation,windows,,high
1806,Potential PowerShell Execution Via DLL,windows,T1218.011,high
1807,Potential PowerShell Obfuscation Using Alias Cmdlets,windows,"T1027, T1059.001",low
1808,Potential PowerShell Obfuscation Using Character Join,windows,"T1027, T1059.001",low
1809,Potential PowerShell Obfuscation Via Reversed Commands,windows,"T1027, T1059.001",high
1810,Potential PowerShell Obfuscation Via WCHAR/CHAR,windows,"T1059.001, T1027",high
1811,Potential Powershell ReverseShell Connection,windows,T1059.001,high
1812,Potential Privilege Escalation Attempt Via .Exe.Local Technique,windows,,high
1813,Potential Privilege Escalation To LOCAL SYSTEM,windows,T1587.001,high
1814,Potential Privilege Escalation Using Symlink Between Osk and Cmd,windows,T1546.008,high
1815,Potential Privilege Escalation via Local Kerberos Relay over LDAP,windows,T1548,high
1816,Potential Privilege Escalation via Service Permissions Weakness,windows,T1574.011,high
1817,Potential Privileged System Service Operation - SeLoadDriverPrivilege,windows,T1685,medium
1818,Potential Process Execution Proxy Via CL_Invocation.ps1,windows,T1216,medium
1819,Potential Process Hollowing Activity,windows,T1055.012,medium
1820,Potential Process Injection Via Msra.EXE,windows,T1055,high
1821,Potential Process Reconnaissance via Wmic.EXE,windows,"T1047, T1057",medium
1822,Potential Product Class Reconnaissance Via Wmic.EXE,windows,"T1047, T1082",medium
1823,Potential Product Reconnaissance Via Wmic.EXE,windows,T1047,medium
1824,Potential Provisioning Registry Key Abuse For Binary Proxy Execution,windows,T1218,high
1825,Potential Provisioning Registry Key Abuse For Binary Proxy Execution - REG,windows,T1218,high
1826,Potential Provlaunch.EXE Binary Proxy Execution Abuse,windows,T1218,medium
1827,Potential PsExec Remote Execution,windows,T1587.001,high
1828,Potential PSFactoryBuffer COM Hijacking,windows,T1546.015,high
1829,Potential Python DLL SideLoading,windows,T1574.001,medium
1830,Potential Qakbot Registry Activity,windows,T1112,high
1831,Potential Ransomware Activity Using LegalNotice Message,windows,T1491.001,high
1832,Potential Ransomware or Unauthorized MBR Tampering Via Bcdedit.EXE,windows,"T1070, T1542.003",medium
1833,Potential Rcdll.DLL Sideloading,windows,T1574.001,high
1834,Potential RDP Session Hijacking Activity,windows,,medium
1835,Potential RDP Tunneling Via Plink,windows,T1572,high
1836,Potential RDP Tunneling Via SSH,windows,T1572,high
1837,Potential Recon Activity Using DriverQuery.EXE,windows,,high
1838,Potential Recon Activity Via Nltest.EXE,windows,"T1016, T1482",medium
1839,Potential Reconnaissance Activity Via GatherNetworkInfo.VBS,windows,"T1615, T1059.005",medium
1840,Potential Reconnaissance For Cached Credentials Via Cmdkey.EXE,windows,T1003.005,high
1841,Potential ReflectDebugger Content Execution Via WerFault.EXE,windows,T1036,medium
1842,Potential Register_App.Vbs LOLScript Abuse,windows,T1218,medium
1843,Potential Registry Persistence Attempt Via DbgManagedDebugger,windows,T1574,medium
1844,Potential Registry Persistence Attempt Via Windows Telemetry,windows,T1053.005,high
1845,Potential Regsvr32 Commandline Flag Anomaly,windows,T1218.010,medium
1846,Potential Remote Desktop Connection to Non-Domain Host,windows,T1219.002,medium
1847,Potential Remote Desktop Tunneling,windows,T1021,medium
1848,Potential Remote PowerShell Session Initiated,windows,"T1059.001, T1021.006",high
1849,Potential Remote SquiblyTwo Technique Execution,windows,"T1047, T1220, T1059.005, T1059.007",high
1850,Potential RemoteFXvGPUDisablement.EXE Abuse,windows,T1218,high
1851,Potential RemoteFXvGPUDisablement.EXE Abuse - PowerShell Module,windows,T1218,high
1852,Potential RemoteFXvGPUDisablement.EXE Abuse - PowerShell ScriptBlock,windows,T1218,high
1853,Potential Renamed Rundll32 Execution,windows,,high
1854,Potential RipZip Attack on Startup Folder,windows,T1547,high
1855,Potential RjvPlatform.DLL Sideloading From Default Location,windows,T1574.001,medium
1856,Potential RjvPlatform.DLL Sideloading From Non-Default Location,windows,T1574.001,high
1857,Potential RoboForm.DLL Sideloading,windows,T1574.001,medium
1858,Potential Rundll32 Execution With DLL Stored In ADS,windows,T1564.004,high
1859,Potential SAM Database Dump,windows,T1003.002,high
1860,Potential Script Proxy Execution Via CL_Mutexverifiers.ps1,windows,T1216,medium
1861,Potential Secure Deletion with SDelete,windows,"T1070.004, T1027.005, T1485, T1553.002",medium
1862,Potential SentinelOne Shell Context Menu Scan Command Tampering,windows,,medium
1863,Potential ShellDispatch.DLL Functionality Abuse,windows,,medium
1864,Potential ShellDispatch.DLL Sideloading,windows,T1574.001,medium
1865,Potential Shim Database Persistence via Sdbinst.EXE,windows,T1546.011,medium
1866,Potential Signing Bypass Via Windows Developer Features,windows,,high
1867,Potential Signing Bypass Via Windows Developer Features - Registry,windows,,high
1868,Potential SmadHook.DLL Sideloading,windows,T1574.001,high
1869,Potential SMB Relay Attack Tool Execution,windows,T1557.001,critical
1870,Potential SolidPDFCreator.DLL Sideloading,windows,T1574.001,medium
1871,Potential SPN Enumeration Via Setspn.EXE,windows,T1558.003,medium
1872,Potential SSH Tunnel Persistence Install Using A Scheduled Task,windows,T1053.005,high
1873,Potential Startup Shortcut Persistence Via PowerShell.EXE,windows,T1547.001,high
1874,Potential Suspicious Activity Using SeCEdit,windows,"T1685.001, T1547.001, T1505.005, T1556.002, T1685, T1574.007, T1564.002, T1546.008, T1546.007, T1547.014, T1547.010, T1547.002, T1557, T1082",medium
1875,Potential Suspicious Browser Launch From Document Reader Process,windows,T1204.002,medium
1876,Potential Suspicious PowerShell Keywords,windows,T1059.001,medium
1877,Potential Suspicious PowerShell Module File Created,windows,,medium
1878,Potential Suspicious Registry File Imported Via Reg.EXE,windows,T1112,medium
1879,Potential Suspicious Windows Feature Enabled,windows,,medium
1880,Potential Suspicious Windows Feature Enabled - ProcCreation,windows,,medium
1881,Potential Suspicious Winget Package Installation,windows,,high
1882,Potential SysInternals ProcDump Evasion,windows,"T1036, T1003.001",high
1883,Potential System DLL Sideloading From Non System Locations,windows,T1574.001,high
1884,Potential Tampering With RDP Related Registry Keys Via Reg.EXE,windows,"T1021.001, T1112",high
1885,Potential Tampering With Security Products Via WMIC,windows,T1685,high
1886,Potential UAC Bypass Via Sdclt.EXE,windows,T1548.002,medium
1887,Potential Unconstrained Delegation Discovery Via Get-ADComputer - ScriptBlock,windows,"T1018, T1558, T1589.002",medium
1888,Potential Unquoted Service Path Reconnaissance Via Wmic.EXE,windows,T1047,medium
1889,Potential Vcruntime140 DLL Sideloading,windows,T1574.001,high
1890,Potential Vivaldi_elf.DLL Sideloading,windows,T1574.001,medium
1891,Potential Waveedit.DLL Sideloading,windows,T1574.001,high
1892,Potential Wazuh Security Platform DLL Sideloading,windows,T1574.001,medium
1893,Potential Webshell Creation On Static Website,windows,T1505.003,medium
1894,Potential WerFault ReflectDebugger Registry Value Abuse,windows,T1036.003,high
1895,Potential WinAPI Calls Via CommandLine,windows,T1106,high
1896,Potential WinAPI Calls Via PowerShell Scripts,windows,"T1059.001, T1106, T1620",high
