sl no,Detection Name,Category,TTP,Severity
2012,Potentially Suspicious Child Process Of VsCode,windows,"T1218, T1202",medium
2013,Potentially Suspicious Child Process Of WinRAR.EXE,windows,T1203,medium
2014,Potentially Suspicious Child Processes Spawned by ConHost,windows,"T1202, T1218",high
2015,Potentially Suspicious CMD Shell Output Redirect,windows,T1218,medium
2016,Potentially Suspicious Command Executed Via Run Dialog Box - Registry,windows,T1059.001,high
2017,Potentially Suspicious Command Targeting Teams Sensitive Files,windows,T1528,medium
2018,Potentially Suspicious Desktop Background Change Using Reg.EXE,windows,"T1112, T1491.001",medium
2019,Potentially Suspicious Desktop Background Change Via Registry,windows,"T1112, T1491.001",medium
2020,Potentially Suspicious DLL Registered Via Odbcconf.EXE,windows,T1218.008,high
2021,Potentially Suspicious DMP/HDMP File Creation,windows,,medium
2022,Potentially Suspicious Electron Application CommandLine,windows,,medium
2023,Potentially Suspicious Event Viewer Child Process,windows,T1548.002,high
2024,Potentially Suspicious EventLog Recon Activity Using Log Query Utilities,windows,"T1552, T1087",medium
2025,Potentially Suspicious Execution From Parent Process In Public Folder,windows,"T1564, T1059",high
2026,Potentially Suspicious Execution Of PDQDeployRunner,windows,,medium
2027,Potentially Suspicious Execution Of Regasm/Regsvcs From Uncommon Location,windows,T1218.009,medium
2028,Potentially Suspicious Execution Of Regasm/Regsvcs With Uncommon Extension,windows,T1218.009,medium
2029,Potentially Suspicious Explicit Credential Local Logon,windows,"T1134, T1134.003",medium
2030,Potentially Suspicious File Creation by OpenEDR's ITSMService,windows,"T1105, T1570, T1219",medium
2031,Potentially Suspicious File Download From File Sharing Domain Via PowerShell.EXE,windows,,high
2032,Potentially Suspicious File Download From ZIP TLD,windows,,high
2033,Potentially Suspicious GoogleUpdate Child Process,windows,,high
2034,Potentially Suspicious GrantedAccess Flags On LSASS,windows,T1003.001,medium
2035,Potentially Suspicious Image Load of Offreg.dll,windows,T1112,medium
2036,Potentially Suspicious Inline JavaScript Execution via NodeJS Binary,windows,T1059.007,medium
2037,Potentially Suspicious JWT Token Search Via CLI,windows,"T1528, T1552.001",medium
2038,Potentially Suspicious Malware Callback Communication,windows,T1571,high
2039,Potentially Suspicious Mofcomp Execution,windows,T1218,high
2040,Potentially Suspicious Network Connection To Notion API,windows,T1102,low
2041,Potentially Suspicious NTFS Symlink Behavior Modification,windows,"T1059, T1222.001",medium
2042,Potentially Suspicious ODBC Driver Registered,windows,T1003,high
2043,Potentially Suspicious Office Document Executed From Trusted Location,windows,T1202,high
2044,Potentially Suspicious Ping/Copy Command Combination,windows,T1070.004,medium
2045,Potentially Suspicious Powershell Script Execution From Temp Folder,windows,T1059.001,medium
2046,Potentially Suspicious Regsvr32 HTTP IP Pattern,windows,T1218.010,high
2047,Potentially Suspicious Regsvr32 HTTP/FTP Pattern,windows,T1218.010,medium
2048,Potentially Suspicious Rundll32 Activity,windows,T1218.011,medium
2049,Potentially Suspicious Rundll32.EXE Execution of UDL File,windows,"T1218.011, T1071",medium
2050,Potentially Suspicious Self Extraction Directive File Created,windows,T1218,medium
2051,Potentially Suspicious Usage Of Qemu,windows,"T1090, T1572",medium
2052,Potentially Suspicious Volume Shadow Copy Vsstrace.dll Load,windows,T1490,medium
2053,Potentially Suspicious WDAC Policy File Creation,windows,,medium
2054,Potentially Suspicious WebDAV LNK Execution,windows,"T1059.001, T1204",medium
2055,Potentially Suspicious Windows App Activity,windows,,medium
2056,Potentially Suspicious Wuauclt Network Connection,windows,T1218,medium
2057,Powershell Add Name Resolution Policy Table Rule,windows,T1565,high
2058,PowerShell ADRecon Execution,windows,T1059.001,high
2059,PowerShell AppLocker Policy Discovery Via Get-AppLockerPolicy,windows,T1518.001,low
2060,PowerShell as a Service in Registry,windows,T1569.002,high
2061,PowerShell Base64 Encoded FromBase64String Cmdlet,windows,"T1140, T1059.001",high
2062,PowerShell Base64 Encoded IEX Cmdlet,windows,T1059.001,high
2063,PowerShell Base64 Encoded Invoke Keyword,windows,"T1059.001, T1027",high
2064,Powershell Base64 Encoded MpPreference Cmdlet,windows,T1685,high
2065,PowerShell Base64 Encoded Reflective Assembly Load,windows,"T1059.001, T1027, T1620",high
2066,PowerShell Base64 Encoded WMI Classes,windows,"T1059.001, T1027",high
2067,PowerShell Called from an Executable Version Mismatch,windows,T1059.001,high
2068,PowerShell Console History Logs Deleted,windows,T1070,medium
2069,PowerShell Core DLL Loaded By Non PowerShell Process,windows,T1059.001,medium
2070,PowerShell Core DLL Loaded Via Office Application,windows,,medium
2071,PowerShell Create Local User,windows,"T1059.001, T1136.001",medium
2072,Powershell Create Scheduled Task,windows,T1053.005,medium
2073,PowerShell Credential Prompt,windows,T1059.001,high
2074,PowerShell Decompress Commands,windows,T1140,informational
2075,Powershell Defender Disable Scan Feature,windows,T1685,high
2076,Powershell Defender Exclusion,windows,T1685,medium
2077,PowerShell Defender Threat Severity Default Action Set to 'Allow' or 'NoAction',windows,T1685,high
2078,PowerShell Deleted Mounted Share,windows,T1070.005,medium
2079,Powershell Detect Virtualization Environment,windows,T1497.001,medium
2080,Powershell Directory Enumeration,windows,T1083,medium
2081,Powershell DNSExfiltration,windows,T1048,high
2082,PowerShell Downgrade Attack - PowerShell,windows,T1059.001,medium
2083,PowerShell Download and Execution Cradles,windows,T1059,high
2084,PowerShell Download Pattern,windows,T1059.001,medium
2085,PowerShell Download Via Net.WebClient - PowerShell Classic,windows,"T1059.001, T1105",low
2086,Powershell Execute Batch Script,windows,T1059.003,medium
2087,Powershell Executed From Headless ConHost Process,windows,"T1059.001, T1059.003, T1564.003",medium
2088,PowerShell Execution With Potential Decryption Capabilities,windows,,high
2089,PowerShell Get Clipboard,windows,T1115,medium
2090,PowerShell Get-Clipboard Cmdlet Via CLI,windows,T1115,medium
2091,PowerShell Get-Process LSASS,windows,T1552.004,high
2092,PowerShell Get-Process LSASS in ScriptBlock,windows,T1003.001,high
2093,PowerShell Hotfix Enumeration,windows,,medium
2094,PowerShell ICMP Exfiltration,windows,T1048.003,medium
2095,Powershell Inline Execution From A File,windows,T1059.001,medium
2096,Powershell Install a DLL in System Directory,windows,T1556.002,high
2097,Powershell Keylogging,windows,T1056.001,medium
2098,Powershell Local Email Collection,windows,T1114.001,medium
2099,Powershell LocalAccount Manipulation,windows,T1098,medium
2100,PowerShell Logging Disabled Via Registry Key Tampering,windows,"T1564.001, T1112",high
2101,PowerShell Module File Created,windows,,low
2102,PowerShell Module File Created By Non-PowerShell Process,windows,,medium
2103,PowerShell MSI Install via WindowsInstaller COM From Remote Location,windows,"T1059.001, T1218, T1105",medium
2104,Powershell MsXml COM Object,windows,T1059.001,medium
2105,PowerShell Profile Modification,windows,T1546.013,medium
2106,PowerShell PSAttack,windows,T1059.001,high
2107,PowerShell Remote Session Creation,windows,T1059.001,medium
2108,PowerShell SAM Copy,windows,T1003.002,high
2109,PowerShell Script Change Permission Via Set-Acl,windows,,high
2110,PowerShell Script Change Permission Via Set-Acl - PsScript,windows,T1222,low
2111,PowerShell Script Dropped Via PowerShell.EXE,windows,,low
2112,PowerShell Script Execution Policy Enabled,windows,,low
2113,PowerShell Script Run in AppData,windows,T1059.001,medium
2114,PowerShell Script With File Hostname Resolving Capabilities,windows,T1020,medium
2115,PowerShell Script With File Upload Capabilities,windows,T1020,low
2116,PowerShell Scripts Installed as Services,windows,T1569.002,high
2117,PowerShell Scripts Installed as Services - Security,windows,T1569.002,high
2118,Powershell Sensitive File Discovery,windows,T1083,medium
2119,PowerShell Set-Acl On Windows Folder,windows,,high
2120,PowerShell Set-Acl On Windows Folder - PsScript,windows,T1222,high
2121,PowerShell ShellCode,windows,"T1055, T1059.001",high
2122,Powershell Store File In Alternate Data Stream,windows,T1564.004,medium
2123,Powershell Suspicious Win32_PnPEntity,windows,T1120,low
2124,Powershell Timestomp,windows,T1070.006,medium
2125,Powershell Token Obfuscation - Process Creation,windows,T1027.009,high
2126,PowerShell Web Access Feature Enabled Via DISM,windows,T1548.002,high
2127,PowerShell Web Access Installation - PsScript,windows,T1059.001,high
2128,Powershell WMI Persistence,windows,T1546.003,medium
2129,PowerShell WMI Win32_Product Install MSI,windows,T1218.007,medium
2130,PowerShell Write-EventLog Usage,windows,,medium
2131,Powershell XML Execute Command,windows,T1059.001,medium
2132,Powerview Add-DomainObjectAcl DCSync AD Extend Right,windows,T1098,high
2133,PowerView PowerShell Cmdlets - ScriptBlock,windows,T1059.001,high
2134,PPL Tampering Via WerFaultSecure,windows,"T1685, T1003.001",high
2135,Prefetch File Deleted,windows,T1070.004,high
2136,Previously Installed IIS Module Was Removed,windows,"T1685.001, T1505.004",low
2137,PrintBrm ZIP Creation of Extraction,windows,"T1105, T1564.004",high
2138,Private Keys Reconnaissance Via CommandLine Tools,windows,T1552.004,medium
2139,Privilege Escalation via Named Pipe Impersonation,windows,T1021,high
2140,Procdump Execution,windows,"T1036, T1003.001",medium
2141,Process Access via TrolleyExpress Exclusion,windows,"T1218.011, T1003.001",high
2142,Process Creation Attempt via Wmic.EXE,windows,T1047,medium
2143,Process Creation Using Sysnative Folder,windows,T1055,medium
2144,Process Deletion of Its Own Executable,windows,,medium
2145,Process Execution From A Potentially Suspicious Folder,windows,T1036,high
2146,Process Explorer Driver Creation By Non-Sysinternals Binary,windows,T1068,high
2147,Process Initiated Network Connection To Ngrok Domain,windows,"T1567, T1572, T1102",high
2148,Process Launched Without Image Name,windows,,medium
2149,Process Memory Dump Via Comsvcs.DLL,windows,"T1036, T1003.001",high
2150,Process Memory Dump Via Dotnet-Dump,windows,T1218,medium
2151,Process Memory Dump via RdrLeakDiag.EXE,windows,T1003.001,high
2152,Process Monitor Driver Creation By Non-Sysinternals Binary,windows,T1068,medium
2153,Process Proxy Execution Via Squirrel.EXE,windows,T1218,medium
2154,Processes Accessing the Microphone and Webcam,windows,T1123,medium
2155,ProcessHacker Privilege Elevation,windows,"T1543.003, T1569.002",high
2156,Program Executed Using Proxy/Local Command Via SSH.EXE,windows,T1218,medium
2157,Protected Storage Service Access,windows,T1021.002,high
2158,Proxy Execution via Vshadow,windows,T1202,medium
2159,Proxy Execution Via Wuauclt.EXE,windows,T1218,high
2160,ProxyLogon MSExchange OabVirtualDirectory,windows,T1587.001,critical
2161,PSAsyncShell - Asynchronous TCP Reverse Shell,windows,T1059.001,high
2162,PSExec and WMI Process Creations Block,windows,"T1047, T1569.002",high
2163,Psexec Execution,windows,"T1569, T1021",medium
2164,PSEXEC Remote Execution File Artefact,windows,"T1136.002, T1543.003, T1570",high
2165,PsExec Service Child Process Execution as LOCAL SYSTEM,windows,,high
2166,PsExec Service Execution,windows,,medium
2167,PsExec Service File Creation,windows,T1569.002,low
2168,PsExec Service Installation,windows,T1569.002,medium
2169,PsExec Tool Execution From Suspicious Locations - PipeName,windows,T1569.002,medium
2170,PsExec/PAExec Escalation to LOCAL SYSTEM,windows,T1587.001,high
2171,PSScriptPolicyTest Creation By Uncommon Process,windows,,medium
2172,PUA - 3Proxy Execution,windows,T1572,high
2173,PUA - AdFind Suspicious Execution,windows,"T1018, T1087.002, T1482, T1069.002",high
2174,PUA - AdFind.EXE Execution,windows,T1087.002,medium
2175,PUA - Adidnsdump Execution,windows,T1018,low
2176,PUA - Advanced IP Scanner Execution,windows,"T1046, T1135",medium
2177,PUA - Advanced Port Scanner Execution,windows,"T1046, T1135",medium
2178,PUA - AdvancedRun Execution,windows,"T1564.003, T1134.002, T1059.003",medium
2179,PUA - AdvancedRun Suspicious Execution,windows,T1134.002,high
2180,PUA - Chisel Tunneling Tool Execution,windows,T1090.001,high
2181,PUA - CleanWipe Execution,windows,T1685,high
2182,PUA - Crassus Execution,windows,T1590.001,high
2183,PUA - CSExec Default Named Pipe,windows,"T1021.002, T1569.002",medium
2184,PUA - CsExec Execution,windows,"T1587.001, T1569.002",high
2185,PUA - DefenderCheck Execution,windows,T1027.005,high
2186,PUA - DIT Snapshot Viewer,windows,T1003.003,high
2187,PUA - Fast Reverse Proxy (FRP) Execution,windows,T1090,high
2188,PUA - Kernel Driver Utility (KDU) Execution,windows,T1543.003,high
2189,PUA - Memory Dump Mount Via MemProcFS,windows,"T1003, T1003.001, T1003.004, T1003.002",high
2190,PUA - Mouse Lock Execution,windows,T1056.002,medium
2191,PUA - Netcat Suspicious Execution,windows,T1095,high
2192,PUA - Ngrok Execution,windows,T1572,high
2193,PUA - Nimgrab Execution,windows,T1105,high
2194,PUA - NimScan Execution,windows,T1046,medium
2195,PUA - NirCmd Execution,windows,T1569.002,medium
2196,PUA - NirCmd Execution As LOCAL SYSTEM,windows,T1569.002,high
2197,PUA - Nmap/Zenmap Execution,windows,T1046,medium
2198,PUA - NPS Tunneling Tool Execution,windows,T1090,high
2199,PUA - NSudo Execution,windows,T1569.002,high
2200,PUA - PAExec Default Named Pipe,windows,T1569.002,medium
2201,PUA - PingCastle Execution,windows,T1595,medium
2202,PUA - PingCastle Execution From Potentially Suspicious Parent,windows,T1595,high
2203,PUA - Potential PE Metadata Tamper Using Rcedit,windows,"T1036.003, T1036, T1027.005, T1027",medium
2204,PUA - Process Hacker Driver Load,windows,T1543,high
2205,PUA - Process Hacker Execution,windows,"T1622, T1564, T1543",medium
2206,PUA - Radmin Viewer Utility Execution,windows,T1072,medium
2207,PUA - Rclone Execution,windows,T1567.002,high
2208,PUA - RemCom Default Named Pipe,windows,"T1021.002, T1569.002",medium
2209,PUA - Restic Backup Tool Execution,windows,"T1048, T1567.002",high
2210,PUA - RunXCmd Execution,windows,T1569.002,high
2211,PUA - Seatbelt Execution,windows,"T1526, T1087, T1083",high
2212,PUA - SoftPerfect Netscan Execution,windows,T1046,medium
2213,PUA - Suspicious ActiveDirectory Enumeration Via AdFind.EXE,windows,T1087.002,high
2214,PUA - Sysinternal Tool Execution - Registry,windows,T1588.002,low
2215,PUA - Sysinternals Tools Execution - Registry,windows,T1588.002,medium
2216,PUA - System Informer Driver Load,windows,T1543,medium
2217,PUA - System Informer Execution,windows,"T1082, T1564, T1543",medium
