sl no,Detection Name,Category,TTP,Severity
844,Azure AD Health Monitoring Agent Registry Keys Access,windows,T1012,medium
845,Azure AD Health Service Agents Registry Keys Access,windows,T1012,medium
846,BaaUpdate.exe Suspicious DLL Load,windows,"T1218, T1021.003",high
847,Backup Catalog Deleted,windows,T1070.004,medium
848,Backup Files Deleted,windows,T1490,medium
849,Bad Opsec Defaults Sacrificial Processes With Improper Arguments,windows,T1218.011,high
850,Bad Opsec Powershell Code Artifacts,windows,T1059.001,critical
851,Base64 Encoded PowerShell Command Detected,windows,"T1027, T1140, T1059.001",high
852,Base64 MZ Header In CommandLine,windows,,high
853,Binary Proxy Execution Via Dotnet-Trace.EXE,windows,T1218,medium
854,BitLockerTogo.EXE Execution,windows,T1218,low
855,BITS Transfer Job Download From Direct IP,windows,T1197,high
856,BITS Transfer Job Download From File Sharing Domains,windows,T1197,high
857,BITS Transfer Job Download To Potential Suspicious Folder,windows,T1197,high
858,BITS Transfer Job Downloading File Potential Suspicious Extension,windows,T1197,medium
859,BITS Transfer Job With Uncommon Or Suspicious Remote TLD,windows,T1197,medium
860,BloodHound Collection Files,windows,"T1087.001, T1087.002, T1482, T1069.001, T1069.002, T1059.001",high
861,Boot Configuration Tampering Via Bcdedit.EXE,windows,T1490,high
862,Browser Execution In Headless Mode,windows,"T1105, T1564.003",low
863,Browser Started with Remote Debugging,windows,T1185,medium
864,Bypass UAC Using DelegateExecute,windows,T1548.002,high
865,Bypass UAC Using Event Viewer,windows,T1547.010,high
866,Bypass UAC Using SilentCleanup Task,windows,T1548.002,high
867,Bypass UAC via CMSTP,windows,"T1548.002, T1218.003",high
868,Bypass UAC via Fodhelper.exe,windows,T1548.002,high
869,Bypass UAC via WSReset.exe,windows,T1548.002,high
870,C# IL Code Compilation Via Ilasm.EXE,windows,T1127,medium
871,Cab File Extraction Via Wusa.EXE From Potentially Suspicious Paths,windows,,high
872,Capture Credentials with Rpcping.exe,windows,T1003,medium
873,Certificate Exported From Local Certificate Store,windows,T1649,medium
874,Certificate Exported Via Certutil.EXE,windows,T1027,medium
875,Certificate Exported Via PowerShell,windows,"T1552.004, T1059.001",medium
876,Certificate Exported Via PowerShell - ScriptBlock,windows,T1552.004,medium
877,Certificate Private Key Acquired,windows,T1649,medium
878,Certificate Request Export to Exchange Webserver,windows,T1505.003,critical
879,Certificate Use With No Strong Mapping,windows,,medium
880,Change Default File Association To Executable Via Assoc,windows,T1546.001,high
881,Change Default File Association Via Assoc,windows,T1546.001,low
882,Change PowerShell Policies to an Insecure Level,windows,T1059.001,medium
883,Change PowerShell Policies to an Insecure Level - PowerShell,windows,T1059.001,medium
884,Change the Fax Dll,windows,T1112,high
885,Change User Account Associated with the FAX Service,windows,T1112,high
886,Change User Agents with WebRequest,windows,T1071.001,medium
887,Change Winevt Channel Access Permission Via Registry,windows,T1685.001,high
888,Changing Existing Service ImagePath Value Via Reg.EXE,windows,T1574.011,medium
889,Chopper Webshell Process Pattern,windows,"T1505.003, T1018, T1033, T1087",high
890,Chromium Browser Headless Execution To Mockbin Like Site,windows,,high
891,Chromium Browser Instance Executed With Custom Extension,windows,T1176.001,medium
892,Classes Autorun Keys Modification,windows,T1547.001,medium
893,Clear PowerShell History - PowerShell,windows,T1070.003,medium
894,Clear PowerShell History - PowerShell Module,windows,T1070.003,medium
895,Clearing Windows Console History,windows,"T1070, T1070.003",high
896,Clfs.SYS Loaded By Process Located In a Potential Suspicious Location,windows,T1059,medium
897,ClickOnce Trust Prompt Tampering,windows,T1112,medium
898,Cloudflared Portable Execution,windows,T1090.001,medium
899,Cloudflared Quick Tunnel Execution,windows,T1090.001,medium
900,Cloudflared Tunnel Connections Cleanup,windows,"T1102, T1090, T1572",medium
901,Cloudflared Tunnel Execution,windows,"T1102, T1090, T1572",medium
902,Cloudflared Tunnels Related DNS Requests,windows,"T1071.001, T1572",medium
903,CLR DLL Loaded Via Office Applications,windows,T1204.002,medium
904,Cmd Launched with Hidden Start Flags to Suspicious Targets,windows,T1564.003,medium
905,Cmd.EXE Missing Space Characters Execution Anomaly,windows,T1059.001,high
906,CMSTP App Paths Registry Key Modification,windows,T1218.003,high
907,CMSTP Execution Process Access,windows,"T1218.003, T1559.001",high
908,CMSTP Execution Process Creation,windows,T1218.003,high
909,CMSTP UAC Bypass via COM Object Access,windows,"T1548.002, T1218.003",high
910,CobaltStrike Load by Rundll32,windows,T1218.011,high
911,CobaltStrike Named Pipe,windows,T1055,critical
912,CobaltStrike Named Pipe Pattern Regex,windows,T1055,critical
913,CobaltStrike Named Pipe Patterns,windows,T1055,high
914,CobaltStrike Service Installations - Security,windows,"T1021.002, T1543.003, T1569.002",high
915,CobaltStrike Service Installations - System,windows,"T1021.002, T1543.003, T1569.002",critical
916,Code Executed Via Office Add-in XLL File,windows,T1137.006,high
917,Code Execution via Pcwutl.dll,windows,T1218.011,medium
918,CodeIntegrity - Blocked Driver Load With Revoked Certificate,windows,T1543,high
919,CodeIntegrity - Blocked Image Load With Revoked Certificate,windows,,high
920,CodeIntegrity - Blocked Image/Driver Load For Policy Violation,windows,T1543,high
921,CodeIntegrity - Disallowed File For Protected Processes Has Been Blocked,windows,,high
922,CodeIntegrity - Revoked Image Loaded,windows,,high
923,CodeIntegrity - Revoked Kernel Driver Loaded,windows,,high
924,CodeIntegrity - Unmet Signing Level Requirements By File Under Validation,windows,,low
925,CodeIntegrity - Unmet WHQL Requirements For Loaded Kernel Module,windows,,high
926,CodeIntegrity - Unsigned Image Loaded,windows,,high
927,CodeIntegrity - Unsigned Kernel Module Loaded,windows,,high
928,CodePage Modification Via MODE.COM To Russian Language,windows,T1036,medium
929,COM Hijack via Sdclt,windows,"T1546, T1548",high
930,COM Hijacking via TreatAs,windows,T1546.015,medium
931,COM Object Execution via Xwizard.EXE,windows,T1218,medium
932,COM Object Hijacking Via Modification Of Default System CLSID Default Value,windows,T1546.015,high
933,Command Line Execution with Suspicious URL and AppData Strings,windows,"T1059.003, T1059.001, T1105",medium
934,Common Autorun Keys Modification,windows,T1547.001,medium
935,Communication To LocaltoNet Tunneling Service Initiated,windows,"T1572, T1090, T1102",high
936,Communication To Ngrok Tunneling Service Initiated,windows,"T1567, T1568.002, T1572, T1090, T1102",high
937,Communication To Uncommon Destination Ports,windows,T1571,medium
938,Compress Data and Lock With Password for Exfiltration With 7-ZIP,windows,T1560.001,medium
939,Compress Data and Lock With Password for Exfiltration With WINZIP,windows,T1560.001,medium
940,Compressed File Creation Via Tar.EXE,windows,"T1560, T1560.001",low
941,Compressed File Extraction Via Tar.EXE,windows,"T1560, T1560.001",low
942,Computer Discovery And Export Via Get-ADComputer Cmdlet,windows,T1033,medium
943,Computer Discovery And Export Via Get-ADComputer Cmdlet - PowerShell,windows,T1033,medium
944,Computer Password Change Via Ksetup.EXE,windows,,medium
945,Computer System Reconnaissance Via Wmic.EXE,windows,T1047,medium
946,Conhost Spawned By Uncommon Parent Process,windows,T1059,medium
947,Conhost.exe CommandLine Path Traversal,windows,T1059.003,high
948,Console CodePage Lookup Via CHCP,windows,T1614.001,medium
949,Control Panel Items,windows,"T1218.002, T1546",high
950,ConvertTo-SecureString Cmdlet Usage Via CommandLine,windows,"T1027, T1059.001",medium
951,Copy .DMP/.DUMP Files From Remote Share Via Cmd.EXE,windows,,high
952,Copy From Or To Admin Share Or Sysvol Folder,windows,"T1039, T1048, T1021.002",medium
953,Copy From VolumeShadowCopy Via Cmd.EXE,windows,T1490,high
954,Copying Sensitive Files with Credential Data,windows,"T1003.002, T1003.003",high
955,Crash Dump Created By Operating System,windows,"T1003.002, T1005",medium
956,CrashControl CrashDump Disabled,windows,"T1564, T1112",medium
957,Create Volume Shadow Copy with Powershell,windows,T1003.003,high
958,Created Files by Microsoft Sync Center,windows,"T1055, T1218",medium
959,CreateDump Process Dump,windows,"T1036, T1003.001",high
960,Creation Exe for Service with Unquoted Path,windows,T1547.009,high
961,Creation of a Diagcab,windows,,medium
962,Creation of a Local Hidden User Account by Registry,windows,T1136.001,high
963,Creation Of a Suspicious ADS File Outside a Browser Download,windows,,medium
964,Creation Of Non-Existent System DLL,windows,T1574.001,medium
965,Creation of WerFault.exe/Wer.dll in Unusual Folder,windows,T1574.001,medium
966,Cred Dump Tools Dropped Files,windows,"T1003.001, T1003.002, T1003.003, T1003.004, T1003.005",high
967,Credential Dumping Activity By Python Based Tool,windows,T1003.001,high
968,Credential Dumping Attempt Via Svchost,windows,T1548,high
969,Credential Dumping Attempt Via WerFault,windows,T1003.001,high
970,Credential Dumping Tools Service Execution - Security,windows,"T1003.001, T1003.002, T1003.004, T1003.005, T1003.006, T1569.002",high
971,Credential Dumping Tools Service Execution - System,windows,"T1003.001, T1003.002, T1003.004, T1003.005, T1003.006, T1569.002",high
972,Credential Manager Access By Uncommon Applications,windows,T1003,medium
973,CredUI.DLL Loaded By Uncommon Process,windows,T1056.002,medium
974,Critical Hive In Suspicious Location Access Bits Cleared,windows,T1003.002,high
975,Csc.EXE Execution Form Potentially Suspicious Parent,windows,"T1059.005, T1059.007, T1218.005, T1027.004",high
976,Cscript/Wscript Potentially Suspicious Child Process,windows,,medium
977,Cscript/Wscript Uncommon Script Extension Execution,windows,"T1059.005, T1059.007",high
978,CSExec Service File Creation,windows,T1569.002,medium
979,CSExec Service Installation,windows,T1569.002,medium
980,Curl Download And Execute Combination,windows,"T1218, T1105",high
981,Curl File Upload To File Sharing Websites,windows,T1567.002,high
982,Curl Web Request With Potential Custom User-Agent,windows,,medium
983,CurrentControlSet Autorun Keys Modification,windows,T1547.001,medium
984,CurrentVersion Autorun Keys Modification,windows,T1547.001,medium
985,CurrentVersion NT Autorun Keys Modification,windows,T1547.001,medium
986,Custom File Open Handler Executes PowerShell,windows,T1202,high
987,Data Copied To Clipboard Via Clip.EXE,windows,T1115,low
988,Data Export From MSSQL Table Via BCP.EXE,windows,T1048,medium
989,DCERPC SMB Spoolss Named Pipe,windows,T1021.002,medium
990,DCOM InternetExplorer.Application Iertutil DLL Hijack - Security,windows,"T1021.002, T1021.003",high
991,Default RDP Port Changed to Non Standard Port,windows,T1547.010,high
992,Delete All Scheduled Tasks,windows,T1489,high
993,Delete Defender Scan ShellEx Context Menu Registry Key,windows,,medium
994,Delete Important Scheduled Task,windows,T1489,high
995,Delete Volume Shadow Copies Via WMI With PowerShell,windows,T1490,high
996,Deleted Data Overwritten Via Cipher.EXE,windows,T1485,medium
997,Deletion of Volume Shadow Copies via WMI with PowerShell,windows,T1490,high
998,Deletion of Volume Shadow Copies via WMI with PowerShell - PS Script,windows,T1490,high
999,Denied Access To Remote Desktop,windows,T1021.001,medium
1000,Deny Service Access Using Security Descriptor Tampering Via Sc.EXE,windows,T1543.003,high
1001,Deployment AppX Package Was Blocked By AppLocker,windows,,medium
1002,Deployment Of The AppX Package Was Blocked By The Policy,windows,,medium
1003,Desktop.INI Created by Uncommon Process,windows,T1547.009,medium
1004,Detected Windows Software Discovery,windows,T1518,medium
1005,Detected Windows Software Discovery - PowerShell,windows,T1518,medium
1006,Detection of PowerShell Execution via Sqlps.exe,windows,"T1059.001, T1127",medium
1007,Devcon Execution Disabling VMware VMCI Device,windows,"T1543.003, T1685",high
1008,Device Installation Blocked,windows,T1200,medium
1009,DeviceCredentialDeployment Execution,windows,T1218,medium
1010,Devtoolslauncher.exe Executes Specified Binary,windows,T1218,high
1011,DHCP Callout DLL Installation,windows,"T1574.001, T1112",high
1012,DHCP Server Error Failed Loading the CallOut DLL,windows,T1574.001,high
1013,DHCP Server Loaded the CallOut DLL,windows,T1574.001,high
1014,Diagnostic Library Sdiageng.DLL Loaded By Msdt.EXE,windows,T1202,high
1015,DiagTrackEoP Default Login Username,windows,,critical
1016,Direct Autorun Keys Modification,windows,T1547.001,medium
1017,Directory Removal Via Rmdir,windows,T1070.004,low
1018,Directory Service Restore Mode(DSRM) Registry Value Tampering,windows,T1556,high
1019,DirectorySearcher Powershell Exploitation,windows,T1018,medium
1020,DirLister Execution,windows,T1083,low
1021,Disable Administrative Share Creation at Startup,windows,T1070.005,medium
1022,Disable Exploit Guard Network Protection on Windows Defender,windows,T1685,medium
1023,Disable Important Scheduled Task,windows,T1489,high
1024,Disable Internal Tools or Feature in Registry,windows,T1112,medium
1025,Disable Macro Runtime Scan Scope,windows,,high
1026,Disable Microsoft Defender Firewall via Registry,windows,T1686.003,medium
1027,Disable of ETW Trace - Powershell,windows,"T1070, T1685",high
1028,Disable Powershell Command History,windows,T1070.003,high
1029,Disable Privacy Settings Experience in Registry,windows,T1685,medium
1030,Disable PUA Protection on Windows Defender,windows,T1685,high
1031,Disable Security Events Logging Adding Reg Key MiniNt,windows,"T1685.001, T1112",high
1032,Disable Tamper Protection on Windows Defender,windows,T1685,medium
1033,Disable Windows Defender AV Security Monitoring,windows,T1685,high
1034,Disable Windows Defender Functionalities Via Registry Keys,windows,T1685,high
1035,Disable Windows Event Logging Via Registry,windows,T1685.001,high
1036,Disable Windows Firewall by Registry,windows,T1686.003,medium
1037,Disable Windows IIS HTTP Logging,windows,T1685.001,high
1038,Disable Windows Security Center Notifications,windows,T1112,medium
1039,Disable-WindowsOptionalFeature Command PowerShell,windows,T1685,high
1040,Disabled IE Security Features,windows,T1685,high
1041,Disabled Volume Snapshots,windows,T1685,high
1042,Disabled Windows Defender Eventlog,windows,T1685,high
1043,Disabling Windows Defender WMI Autologger Session via Reg.exe,windows,T1685,high
1044,Discovery of a System Time,windows,T1124,low
1045,Diskshadow Script Mode - Execution From Potential Suspicious Location,windows,T1218,medium
1046,Diskshadow Script Mode - Uncommon Script Extension Execution,windows,T1218,medium
1047,Dism Remove Online Package,windows,T1685,medium
1048,Displaying Hidden Files Feature Disabled,windows,T1564.001,medium
1049,DLL Execution via Rasautou.exe,windows,T1218,medium
1050,DLL Execution Via Register-cimprovider.exe,windows,T1574,medium
1051,DLL Load By System Process From Suspicious Locations,windows,T1070,medium
1052,DLL Load via LSASS,windows,T1547.008,high
1053,DLL Loaded From Suspicious Location Via Cmspt.EXE,windows,T1218.003,high
1054,DLL Loaded via CertOC.EXE,windows,T1218,medium
1055,DLL Search Order Hijackig Via Additional Space in Path,windows,T1574.001,high
1056,DLL Sideloading by VMware Xfer Utility,windows,T1574.001,high
1057,DLL Sideloading Of ShellChromeAPI.DLL,windows,T1574.001,high
1058,Dllhost.EXE Execution Anomaly,windows,T1055,high
1059,DllUnregisterServer Function Call Via Msiexec.EXE,windows,T1218.007,medium
1060,DMSA Link Attributes Modified,windows,"T1078.002, T1098",low
1061,DMSA Service Account Created in Specific OUs - PowerShell,windows,"T1078.002, T1098",medium
1062,DNS Exfiltration and Tunneling Tools Execution,windows,"T1048.001, T1071.004, T1132.001",high
1063,DNS HybridConnectionManager Service Bus,windows,T1554,high
1064,DNS Query by Finger Utility,windows,"T1071.004, T1059.003",high
1065,DNS Query for Anonfiles.com Domain - DNS Client,windows,T1567.002,high
1066,DNS Query for Anonfiles.com Domain - Sysmon,windows,T1567.002,high
1067,DNS Query Request By QuickAssist.EXE,windows,"T1071.001, T1210",low
1068,DNS Query Request By Regsvr32.EXE,windows,"T1559.001, T1218.010",medium
1069,DNS Query Request To OneLaunch Update Service,windows,T1056,low
1070,DNS Query To AzureWebsites.NET By Non-Browser Process,windows,T1219.002,medium
1071,DNS Query To Common Malware Hosting and Shortener Services,windows,T1071.004,medium
1072,DNS Query To Devtunnels Domain,windows,"T1071.001, T1572",medium
1073,DNS Query To MEGA Hosting Website,windows,T1567.002,medium
1074,DNS Query To MEGA Hosting Website - DNS Client,windows,T1567.002,medium
1075,DNS Query To Put.io - DNS Client,windows,,medium
1076,DNS Query To Remote Access Software Domain From Non-Browser App,windows,T1219.002,medium
1077,DNS Query To Ufile.io,windows,T1567.002,low
1078,DNS Query To Ufile.io - DNS Client,windows,T1567.002,low
1079,DNS Query To Visual Studio Code Tunnels Domain,windows,T1071.001,medium
1080,DNS Query Tor .Onion Address - Sysmon,windows,T1090.003,high
1081,DNS Server Discovery Via LDAP Query,windows,T1482,low
1082,DNS Server Error Failed Loading the ServerLevelPluginDLL,windows,T1574.001,high
1083,DNS-over-HTTPS Enabled by Registry,windows,"T1140, T1112",medium
1084,Domain Trust Discovery Via Dsquery,windows,T1482,medium
1085,DotNET Assembly DLL Loaded Via Office Application,windows,T1204.002,medium
1086,DotNet CLR DLL Loaded By Scripting Applications,windows,T1055,high
1087,DPAPI Backup Keys And Certificate Export Activity IOC,windows,"T1555, T1552.004",high
1088,DPAPI Domain Backup Key Extraction,windows,T1003.004,high
1089,DPAPI Domain Master Key Backup Attempt,windows,T1003.004,medium
1090,Driver Added To Disallowed Images In HVCI - Registry,windows,,high
1091,Driver Load From A Temporary Directory,windows,T1543.003,high
1092,Driver/DLL Installation Via Odbcconf.EXE,windows,T1218.008,medium
1093,DriverQuery.EXE Execution,windows,,medium
1094,Drop Binaries Into Spool Drivers Color Folder,windows,,medium
1095,Dropping Of Password Filter DLL,windows,T1556.002,medium
1096,DSInternals Suspicious PowerShell Cmdlets,windows,T1059.001,high
1097,DSInternals Suspicious PowerShell Cmdlets - ScriptBlock,windows,T1059.001,high
1098,Dump Credentials from Windows Credential Manager With PowerShell,windows,T1555,medium
1099,Dump Ntds.dit To Suspicious Location,windows,,medium
1100,Dumping of Sensitive Hives Via Reg.EXE,windows,"T1003.002, T1003.004, T1003.005",high
1101,Dumping Process via Sqldumper.exe,windows,T1003.001,medium
1102,DumpMinitool Execution,windows,"T1036, T1003.001",medium
1103,DumpStack.log Defender Evasion,windows,,critical
1104,Dynamic .NET Compilation Via Csc.EXE,windows,T1027.004,medium
1105,Dynamic CSharp Compile Artefact,windows,T1027.004,low
1106,Elevated System Shell Spawned From Uncommon Parent Location,windows,T1059,medium
1107,Email Exifiltration Via Powershell,windows,,high
1108,Enable LM Hash Storage,windows,T1112,high
1109,Enable LM Hash Storage - ProcCreation,windows,T1112,high
1110,Enable Local Manifest Installation With Winget,windows,,medium
1111,Enable Microsoft Dynamic Data Exchange,windows,T1559.002,medium
1112,Enable Remote Connection Between Anonymous Computer - AllowAnonymousCallback,windows,T1685,medium
1113,Enable Windows Remote Management,windows,T1021.006,medium
1114,Enabled User Right in AD to Control User Objects,windows,T1098,high
1115,Enabling COR Profiler Environment Variables,windows,T1574.012,medium
1116,Enumerate All Information With Whoami.EXE,windows,T1033,medium
1117,Enumerate Credentials from Windows Credential Manager With PowerShell,windows,T1555,medium
1118,Enumeration for 3rd Party Creds From CLI,windows,T1552.002,medium
1119,Enumeration for Credentials in Registry,windows,T1552.002,medium
1120,Esentutl Gather Credentials,windows,"T1003, T1003.003",medium
1121,Esentutl Steals Browser Information,windows,T1005,medium
1122,Esentutl Volume Shadow Copy Service Keys,windows,T1003.002,high
1123,ETW Logging Disabled For rpcrt4.dll,windows,"T1112, T1685",low
1124,ETW Logging Disabled For SCM,windows,"T1112, T1685",low
1125,ETW Logging Disabled In .NET Processes - Registry,windows,"T1112, T1685",high
1126,ETW Logging Disabled In .NET Processes - Sysmon Registry,windows,"T1112, T1685",high
1127,ETW Logging Tamper In .NET Processes Via CommandLine,windows,T1685,high
1128,ETW Logging/Processing Option Disabled On IIS Server,windows,"T1685.001, T1505.004",medium
1129,ETW Trace Evasion Activity,windows,"T1070, T1685",high
1130,Eventlog Cleared,windows,T1685.005,medium
1131,EventLog EVTX File Deleted,windows,T1070,medium
1132,EVTX Created In Uncommon Location,windows,T1685.001,medium
1133,Exchange PowerShell Cmdlet History Deleted,windows,T1070,high
1134,Exchange PowerShell Snap-Ins Usage,windows,"T1059.001, T1114",high
1135,Exchange Set OabVirtualDirectory ExternalUrl Property,windows,T1505.003,high
1136,Execute Code with Pester.bat,windows,"T1059.001, T1216",medium
1137,Execute Code with Pester.bat as Parent,windows,"T1059.001, T1216",medium
1138,Execute Files with Msdeploy.exe,windows,T1218,medium
1139,Execute From Alternate Data Streams,windows,T1564.004,medium
1140,Execute Invoke-command on Remote Host,windows,T1021.006,medium
1141,Execute Pcwrun.EXE To Leverage Follina,windows,T1218,high
1142,Execution DLL of Choice Using WAB.EXE,windows,T1218,high
1143,Execution Of Non-Existing File,windows,T1055,high
1144,Execution of Powershell Script in Public Folder,windows,T1059.001,high
1145,Execution of Suspicious File Type Extension,windows,,medium
1146,Execution via stordiag.exe,windows,T1218,high
1147,Execution via WorkFolders.exe,windows,T1218,high
1148,Explorer NOUACCHECK Flag,windows,T1548.002,high
1149,Explorer Process Tree Break,windows,T1036,medium
1150,Exports Critical Registry Keys To a File,windows,T1012,high
1151,Exports Registry Key To a File,windows,T1012,low
1152,Exports Registry Key To an Alternate Data Stream,windows,T1564.004,high
1153,External Disk Drive Or USB Storage Device Was Recognized By The System,windows,"T1091, T1200",low
1154,External Remote RDP Logon from Public IP,windows,"T1133, T1078, T1110",medium
1155,External Remote SMB Logon from Public IP,windows,"T1133, T1078, T1110",high
1156,Extracting Information with PowerShell,windows,T1552.001,medium
1157,Failed Code Integrity Checks,windows,T1027.001,informational
1158,Failed DNS Zone Transfer,windows,T1590.002,medium
1159,Failed Event Log Clear Via WMI NTEventLogFile ClearEventLog,windows,T1685.005,medium
1160,Failed Logon From Public IP,windows,"T1078, T1190, T1133",medium
1161,Failed MSExchange Transport Agent Installation,windows,T1505.002,high
1162,Fax Service DLL Search Order Hijack,windows,T1574.001,high
1163,File Access Of Signal Desktop Sensitive Data,windows,T1003,medium
1164,File And SubFolder Enumeration Via Dir Command,windows,T1217,low
1165,File Creation In Suspicious Directory By Msdt.EXE,windows,T1547.001,high
1166,File Decoded From Base64/Hex Via Certutil.EXE,windows,T1027,high
1167,File Decryption Using Gpg4win,windows,,medium
1168,File Deleted Via Sysinternals SDelete,windows,T1070.004,medium
1169,File Deletion Via Del,windows,T1070.004,low
1170,File Download And Execution Via IEExec.EXE,windows,T1105,high
1171,File Download From Browser Process Via Inline URL,windows,T1105,medium
1172,File Download From IP Based URL Via CertOC.EXE,windows,T1105,high
1173,File Download From IP URL Via Curl.EXE,windows,,medium
1174,File Download Using Notepad++ GUP Utility,windows,T1105,high
1175,File Download Using ProtocolHandler.exe,windows,T1218,medium
1176,File Download Via Bitsadmin,windows,"T1197, T1036.003, T1105",medium
1177,File Download Via Bitsadmin To A Suspicious Target Folder,windows,"T1197, T1036.003, T1105",high
1178,File Download via CertOC.EXE,windows,T1105,medium
1179,File Download Via InstallUtil.EXE,windows,T1218,medium
1180,File Download Via Windows Defender MpCmpRun.EXE,windows,"T1218, T1105",high
1181,File Download with Headless Browser,windows,"T1105, T1564.003",high
1182,File Encoded To Base64 Via Certutil.EXE,windows,T1027,medium
1183,File Encryption Using Gpg4win,windows,,medium
1184,File Encryption/Decryption Via Gpg4win From Suspicious Locations,windows,,high
1185,File Explorer Folder Opened Using Explorer Folder Shortcut Via Shell,windows,T1135,high
1186,File In Suspicious Location Encoded To Base64 Via Certutil.EXE,windows,T1027,high
1187,File Recovery From Backup Via Wbadmin.EXE,windows,T1490,medium
1188,File With Suspicious Extension Downloaded Via Bitsadmin,windows,"T1197, T1036.003, T1105",high
1189,File With Uncommon Extension Created By An Office Application,windows,T1204.002,high
1190,FileFix - Command Evidence in TypedPaths,windows,T1204.004,high
1191,Files Added To An Archive Using Rar.EXE,windows,T1560.001,low
1192,Files With System DLL Name In Unsuspected Locations,windows,T1036.005,medium
1193,Files With System Process Name In Unsuspected Locations,windows,T1036.005,medium
1194,Filter Driver Unloaded Via Fltmc.EXE,windows,"T1070, T1685, T1685.001",medium
1195,Findstr GPP Passwords,windows,T1552.006,high
1196,Findstr Launching .lnk File,windows,"T1036, T1202, T1027.003",medium
1197,Finger.EXE Execution,windows,T1105,high
1198,Firewall Configuration Discovery Via Netsh.EXE,windows,T1016,low
1199,Firewall Disabled via Netsh.EXE,windows,T1686.003,medium
1200,Firewall Rule Deleted Via Netsh.EXE,windows,T1686.003,medium
1201,Firewall Rule Update Via Netsh.EXE,windows,,medium
1202,First Time Seen Remote Named Pipe,windows,T1021.002,high
1203,Folder Compress To Potentially Suspicious Output Via Compress-Archive Cmdlet,windows,T1074.001,medium
1204,Folder Removed From Exploit Guard ProtectedFolders List - Registry,windows,T1685,high
1205,Forfiles Command Execution,windows,T1059,medium
1206,Forfiles.EXE Child Process Masquerading,windows,T1036,high
1207,Fsutil Drive Enumeration,windows,T1120,low
1208,Fsutil Suspicious Invocation,windows,"T1070, T1485",high
1209,Function Call From Undocumented COM Interface EditionUpgradeManager,windows,T1548.002,medium
1210,GAC DLL Loaded Via Office Applications,windows,T1204.002,high
1211,GatherNetworkInfo.VBS Reconnaissance Script Output,windows,,medium
1212,Get-ADUser Enumeration Using UserAccountControl Flags,windows,T1033,medium
1213,Github Self-Hosted Runner Execution,windows,"T1102.002, T1071",medium
1214,GoToAssist Temporary Installation Artefact,windows,T1219.002,medium
1215,Gpresult Display Group Policy Information,windows,T1615,medium
1216,Gpscript Execution,windows,T1218,medium
1217,Greedy File Deletion Using Del,windows,T1070.004,medium
1218,Group Membership Reconnaissance Via Whoami.EXE,windows,T1033,medium
1219,Group Policy Abuse for Privilege Addition,windows,T1484.001,medium
1220,Gzip Archive Decode Via PowerShell,windows,T1132.001,medium
1221,HackTool - ADCSPwn Execution,windows,T1557.001,high
1222,HackTool - Bloodhound/Sharphound Execution,windows,"T1087.001, T1087.002, T1482, T1069.001, T1069.002, T1059.001",high
1223,HackTool - CACTUSTORCH Remote Thread Creation,windows,"T1055.012, T1059.005, T1059.007, T1218.005",high
1224,HackTool - Certify Execution,windows,T1649,high
1225,HackTool - Certipy Execution,windows,T1649,high
1226,HackTool - CobaltStrike BOF Injection Pattern,windows,"T1106, T1685",high
1227,HackTool - CoercedPotato Execution,windows,T1055,high
1228,HackTool - CoercedPotato Named Pipe Creation,windows,T1055,high
1229,HackTool - Covenant PowerShell Launcher,windows,"T1059.001, T1564.003",high
1230,HackTool - CrackMapExec Execution,windows,"T1047, T1053, T1059.003, T1059.001, T1110, T1201",high
1231,HackTool - CrackMapExec Execution Patterns,windows,"T1047, T1053, T1059.003, T1059.001",high
1232,HackTool - CrackMapExec File Indicators,windows,T1003.001,high
1233,HackTool - CrackMapExec PowerShell Obfuscation,windows,"T1059.001, T1027.005",high
1234,HackTool - CrackMapExec Process Patterns,windows,T1003.001,high
1235,HackTool - CreateMiniDump Execution,windows,T1003.001,high
1236,HackTool - Credential Dumping Tools Named Pipe Created,windows,"T1003.001, T1003.002, T1003.004, T1003.005",critical
1237,HackTool - Default PowerSploit/Empire Scheduled Task Creation,windows,"T1053.005, T1059.001",high
1238,HackTool - DiagTrackEoP Default Named Pipe,windows,,critical
1239,HackTool - DInjector PowerShell Cradle Execution,windows,T1055,critical
1240,HackTool - Doppelanger LSASS Dumper Execution,windows,T1003.001,high
1241,HackTool - Dumpert Process Dumper Default File,windows,T1003.001,critical
1242,HackTool - Dumpert Process Dumper Execution,windows,T1003.001,critical
1243,Hacktool - EDR-Freeze Execution,windows,T1685,high
1244,HackTool - EDRSilencer Execution,windows,T1685,high
1245,HackTool - EDRSilencer Execution - Filter Added,windows,T1685,high
1246,HackTool - EfsPotato Named Pipe Creation,windows,T1055,high
1247,HackTool - Empire PowerShell Launch Parameters,windows,T1059.001,high
1248,HackTool - Empire PowerShell UAC Bypass,windows,T1548.002,critical
1249,HackTool - Evil-WinRm Execution - PowerShell Module,windows,,high
1250,HackTool - F-Secure C3 Load by Rundll32,windows,T1218.011,critical
1251,HackTool - Generic Process Access,windows,T1003.001,high
1252,HackTool - GMER Rootkit Detector and Remover Execution,windows,,high
1253,HackTool - HandleKatz Duplicating LSASS Handle,windows,"T1106, T1003.001",high
1254,HackTool - HandleKatz LSASS Dumper Execution,windows,T1003.001,high
